ID,final_classification,mean_period,mean_lower_error,mean_upper_error,mean_significance,mean_iou
778609,reliable,21.240441801189466,0.262958493620637,0.6815201604717878,1.0,1.0
783963,reliable,26.824034334763947,0.5630222608121365,1.448980784532626,1.0,1.0
784243,reliable,30.88326127239036,0.8997798843083338,0.7590807728940732,1.0,1.0
785795,reliable,18.882175226586103,0.5122366175916007,0.0516946666992588,1.0,1.0
786926,reliable,29.97601918465228,1.1398159501197362,2.4088750728443635,1.0,1.0
790214,reliable,17.283097131005874,0.635319618130886,0.5880242005554699,1.0,1.0
791867,reliable,26.824034334763947,0.4920667703118226,2.0337435676439,1.0,1.0
794485,reliable,26.824034334763947,0.5729456693795179,1.183599749788197,1.0,1.0
796194,reliable,22.163120567375888,0.764904727789677,0.9163035961834396,1.0,1.0
796660,reliable,24.271844660194173,0.886357559202974,1.1818672175731848,1.0,1.0
797332,reliable,19.99200319872051,0.3794899766681681,1.973826515557846,1.0,1.0
797850,reliable,20.311614342843612,0.5911217181956786,1.5860766155753903,1.0,1.0
798231,reliable,29.120559114735,1.7680861583004273,1.6482817578857762,1.0,1.0
799179,reliable,39.18495297805642,2.125865237159552,2.693464337693243,1.0,1.0
799848,reliable,92.4214417744917,6.580065394018732,2.5258856428830256,1.0,1.0
801135,reliable,19.6078431372549,0.8095006204877357,0.6699408926624635,1.0,1.0
801303,reliable,17.58087201125176,0.2960362053884786,0.3108698013724513,1.0,1.0
823513,reliable,33.96739130434783,1.3125251334245576,1.7199723537086695,1.0,1.0
827934,reliable,24.86325211337643,0.84185160303225,0.1610584235562058,1.0,1.0
829346,reliable,30.88326127239036,0.6720992209623056,1.2644018064360267,1.0,1.0
837414,reliable,56.561085972850684,3.070050841088744,5.045647293681135,1.0,1.0
838089,reliable,50.91649694501019,0.846429591880927,0.5552296041778035,1.0,1.0
838133,reliable,29.120559114735,0.7902098582077421,0.9643456202664034,1.0,1.0
838890,reliable,19.99200319872051,0.3718760726024683,0.8903788898466161,1.0,1.0
839611,reliable,33.96739130434783,2.467878342483821,3.005061455106109,1.0,1.0
840200,reliable,21.240441801189466,0.707775380708167,0.627751767695198,1.0,1.0
850988,reliable,18.882175226586103,1.8703142801444093,0.2170619638657847,1.0,1.0
854369,reliable,25.484199796126404,0.8962069382416473,1.6538615381781483,1.0,1.0
856605,reliable,33.96739130434783,1.7174495994746335,2.22747358812439,1.0,1.0
856960,reliable,25.484199796126404,0.916675876410725,1.7023653986593104,1.0,1.0
857144,reliable,25.484199796126404,0.9009070146740648,1.8542220713241768,1.0,1.0
864976,reliable,59.880239520958085,2.791095344224807,3.590466894714858,1.0,1.0
868166,reliable,17.88908765652952,0.4610095970073224,0.8610127572278117,1.0,1.0
874634,reliable,36.3901018922853,2.390368178938651,3.362153735858058,1.0,1.0
879904,reliable,29.976019184652284,1.234727673734895,1.6988291014069965,1.0,1.0
880955,reliable,30.88326127239036,0.8856967316390119,1.491792429456858,1.0,1.0
881427,reliable,40.74979625101874,1.389206579956408,2.5612010924816246,1.0,1.0
882559,reliable,37.73584905660377,0.7817724269474695,3.734596273968848,1.0,1.0
885682,reliable,37.73584905660377,0.797810500681507,2.406555242934857,1.0,1.0
887134,reliable,22.655188038060725,0.1266458676392154,0.5481130264673943,1.0,1.0
887602,reliable,18.20830298616169,0.5934719961673167,0.2415365675823935,1.0,1.0
888251,reliable,17.88908765652952,0.8165112831118932,0.04360938126882271,1.0,1.0
888857,reliable,23.169601482854493,0.5090034738718217,1.4202670764763958,1.0,1.0
889360,reliable,26.13695765812859,2.174187024236464,1.9004532547609123,1.0,1.0
892934,reliable,78.24726134585289,2.3361574329045425,1.928683976221876,1.0,1.0
895252,reliable,23.169601482854493,0.8610750696189235,1.3865348773386472,1.0,1.0
898048,reliable,25.484199796126404,1.0511005226285377,1.8478468752553567,1.0,1.0
898737,reliable,21.240441801189466,0.9938569747249524,1.3637248928429138,1.0,1.0
899636,reliable,21.240441801189466,0.1729526671392989,0.9670695523512444,1.0,1.0
901330,reliable,32.87310979618672,0.7558182313372583,0.99207797552463,1.0,1.0
902494,reliable,22.163120567375888,0.7943806271971745,0.9024928524169128,1.0,1.0
902562,reliable,26.824034334763947,0.7253388009488972,1.3724312612642642,1.0,1.0
902980,reliable,12.288031457360532,0.2205331148749625,0.6565757358688806,1.0,1.0
904933,reliable,39.18495297805642,1.256793984149688,2.1824214346236346,1.0,1.0
908070,reliable,92.42144177449168,2.278551672450689,4.29421619010769,1.0,1.0
908307,reliable,112.8668171557562,9.790996071247475,7.57356934400687,1.0,1.0
912875,reliable,22.655188038060725,0.5275317803911553,1.0260904454104331,1.0,1.0
913990,reliable,33.96739130434783,0.8048745320773918,2.999533328464679,1.0,1.0
916933,reliable,32.87310979618672,1.4528770597357656,0.3124370717092333,1.0,1.0
920323,reliable,29.120559114735,1.2509438626820677,0.3667083483146385,1.0,1.0
924209,reliable,112.86681715575621,4.107168705565528,6.77146966515447,1.0,1.0
924836,reliable,21.691973969631235,0.6311171083371079,0.6568463305556662,1.0,1.0
924863,reliable,22.163120567375888,0.6961054997162641,0.9519638655151006,1.0,1.0
925160,reliable,28.312570781426945,0.8593895215463405,2.364326771741218,1.0,1.0
927292,reliable,20.391517128874387,0.5860070573966283,1.0225050678540413,1.0,1.0
928508,reliable,19.23816852635629,0.3138142913657802,1.1696713085340704,1.0,1.0
928598,reliable,19.6078431372549,0.4248550864742135,0.995410154452724,1.0,1.0
930352,reliable,25.484199796126404,0.5219904835805629,2.083700926574732,1.0,1.0
932302,reliable,24.86325211337643,0.8431931571668976,1.6159103400802763,1.0,1.0
934544,reliable,24.86325211337643,1.7535134803366894,0.505240293998952,1.0,1.0
935070,reliable,13.075313807531382,0.2881765558680982,0.2479965939645207,1.0,1.0
936978,reliable,24.271844660194173,0.8981452413861071,0.7090407187311243,1.0,1.0
938953,reliable,17.283097131005874,0.2826059102131388,1.6451145778339082,1.0,1.0
940955,reliable,48.49660523763337,1.8803263297826616,2.866882110564944,1.0,1.0
943530,reliable,26.13695765812859,1.2042073625617924,1.7615134389432647,1.0,1.0
946237,reliable,84.74576271186442,6.7549636442522,4.179262075401056,1.0,1.0
946517,reliable,32.87310979618672,1.566088989057036,2.63633684709194,1.0,1.0
946928,reliable,112.86681715575621,4.907772410571653,8.768084149863753,1.0,1.0
948414,reliable,17.88908765652952,0.446477533324888,1.2919905239793683,1.0,1.0
954796,reliable,30.883261272390364,0.5299513180976021,0.0617299808473994,1.0,1.0
955849,reliable,19.6078431372549,0.5595393784308982,1.4551834808404005,1.0,1.0
963851,reliable,50.91649694501019,2.4006363749517163,4.618633283235582,1.0,1.0
965261,reliable,33.96739130434783,1.5729801824757104,2.038824842240217,1.0,1.0
1388632,reliable,20.807324178110697,0.5702963885209336,0.1421419753625947,1.0,1.0
1401373,reliable,19.23816852635629,0.4456175007501848,1.3639097250512116,1.0,1.0
1412817,reliable,18.20830298616169,0.9364660219818907,0.5338244390851467,1.0,1.0
1413647,reliable,168.91891891891893,6.694712175805421,0.539012546567676,1.0,1.0
1418889,reliable,17.88908765652952,0.289031970405933,0.1550184372664169,1.0,1.0
1421388,reliable,67.84260515603799,2.331162341359388,5.075524251323188,1.0,1.0
1421411,reliable,168.91891891891893,8.963533022111875,6.203288978110095,1.0,1.0
1422544,reliable,168.91891891891893,4.539099864780212,3.814130928930695,1.0,1.0
1423973,reliable,14.363688595231254,0.297148797528326,0.5184188878925493,1.0,1.0
1438282,reliable,168.91891891891893,7.944787665303494,13.125008226900803,1.0,1.0
1440909,reliable,30.883261272390364,1.3569207780818395,2.066892421244461,1.0,1.0
1445974,reliable,168.91891891891893,7.174777125360208,15.201659742509662,1.0,1.0
1451050,reliable,24.86325211337643,0.9712938457773106,1.3779279278528025,1.0,1.0
1451373,reliable,37.73584905660377,1.858564860972024,3.362833962149793,1.0,1.0
1451782,reliable,144.92753623188406,3.0725574337586843,5.3740653415859185,1.0,1.0
1456236,reliable,168.91891891891893,7.047655001492359,16.200793297348667,1.0,1.0
1456635,reliable,168.91891891891893,3.6968763541059104,6.767290536231229,1.0,1.0
1462485,reliable,144.92753623188406,3.0679109498443893,3.128358779530373,1.0,1.0
1467185,reliable,168.91891891891893,5.850084436022371,15.198205636163491,1.0,1.0
