ID,Sampling_1,Sampling_2,Common period (Band1 & Band2),Upper error bound,Lower error bound,Significance,Band1-Band2
0458387,74.62733333333333,70.30812500000002,39.18495297805642,4.162436177969418,1.230350600825929,1.0,0-1
0458387,74.62733333333333,74.99566666666651,nan,nan,nan,nan,0-2
0458387,74.62733333333333,74.99566666666651,nan,nan,nan,nan,0-3
0458387,70.30812500000002,74.99566666666651,nan,nan,nan,nan,1-2
0458387,70.30812500000002,74.99566666666651,nan,nan,nan,nan,1-3
0458387,74.99566666666651,74.99566666666651,nan,nan,nan,nan,2-3
